[ 2025-12-26 18:23:43,516 ] 20 root - INFO - Initiate the data ingestion
[ 2025-12-26 18:23:46,080 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-12-26 18:23:46,080 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-12-26 18:23:46,081 ] 75 root - INFO - Exporting train and test file path.
[ 2025-12-26 18:23:46,149 ] 84 root - INFO - Exported train and test file path.
[ 2025-12-26 18:23:46,150 ] 22 root - INFO - Data Initiation Completed
[ 2025-12-26 18:23:46,156 ] 26 root - INFO - Initiate the data Validation
[ 2025-12-26 18:23:46,182 ] 32 root - INFO - Required number of columns:2
[ 2025-12-26 18:23:46,182 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-26 18:23:46,182 ] 32 root - INFO - Required number of columns:2
[ 2025-12-26 18:23:46,182 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-26 18:23:46,370 ] 28 root - INFO - data Validation Completed
[ 2025-12-26 18:23:46,370 ] 31 root - INFO - data Transformation started
[ 2025-12-26 18:23:46,370 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-12-26 18:23:46,371 ] 65 root - INFO - Starting data transformation
[ 2025-12-26 18:23:46,399 ] 48 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2025-12-26 18:23:46,399 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-12-26 18:23:46,423 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-26 18:23:46,426 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-26 18:23:46,426 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-26 18:23:46,428 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-26 18:23:46,430 ] 35 root - INFO - data Transformation completed
[ 2025-12-26 18:23:46,430 ] 37 root - INFO - Model Training stared
[ 2025-12-26 18:24:01,358 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-26 18:24:01,359 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-26 18:24:01,359 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-26 18:24:01,368 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-26 18:24:01,368 ] 151 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\12_26_2025_18_23_42\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909598781107161, precision_score=0.9900548000811853, recall_score=0.9918666124440829), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9738430583501007, precision_score=0.971107544141252, recall_score=0.976594027441485))
[ 2025-12-26 18:24:01,369 ] 42 root - INFO - Model Training artifact created
