[ 2025-12-26 18:15:51,832 ] 20 root - INFO - Initiate the data ingestion
[ 2025-12-26 18:15:54,751 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-12-26 18:15:54,751 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-12-26 18:15:54,752 ] 75 root - INFO - Exporting train and test file path.
[ 2025-12-26 18:15:54,820 ] 84 root - INFO - Exported train and test file path.
[ 2025-12-26 18:15:54,820 ] 22 root - INFO - Data Initiation Completed
[ 2025-12-26 18:15:54,826 ] 26 root - INFO - Initiate the data Validation
[ 2025-12-26 18:15:54,853 ] 32 root - INFO - Required number of columns:2
[ 2025-12-26 18:15:54,854 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-26 18:15:54,854 ] 32 root - INFO - Required number of columns:2
[ 2025-12-26 18:15:54,854 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-26 18:15:55,035 ] 28 root - INFO - data Validation Completed
[ 2025-12-26 18:15:55,036 ] 31 root - INFO - data Transformation started
[ 2025-12-26 18:15:55,036 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-12-26 18:15:55,036 ] 65 root - INFO - Starting data transformation
[ 2025-12-26 18:15:55,063 ] 48 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2025-12-26 18:15:55,063 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-12-26 18:15:55,082 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-26 18:15:55,086 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-26 18:15:55,086 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-26 18:15:55,089 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-26 18:15:55,090 ] 35 root - INFO - data Transformation completed
[ 2025-12-26 18:15:55,090 ] 37 root - INFO - Model Training stared
