[ 2025-12-26 11:58:30,980 ] 20 root - INFO - Initiate the data ingestion
[ 2025-12-26 11:58:33,363 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-12-26 11:58:33,364 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-12-26 11:58:33,364 ] 75 root - INFO - Exporting train and test file path.
[ 2025-12-26 11:58:33,403 ] 84 root - INFO - Exported train and test file path.
[ 2025-12-26 11:58:33,403 ] 22 root - INFO - Data Initiation Completed
[ 2025-12-26 11:58:33,407 ] 26 root - INFO - Initiate the data Validation
[ 2025-12-26 11:58:33,423 ] 32 root - INFO - Required number of columns:2
[ 2025-12-26 11:58:33,432 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-26 11:58:33,432 ] 32 root - INFO - Required number of columns:2
[ 2025-12-26 11:58:33,432 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-26 11:58:33,541 ] 28 root - INFO - data Validation Completed
[ 2025-12-26 11:58:33,541 ] 31 root - INFO - data Transformation started
[ 2025-12-26 11:58:33,541 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-12-26 11:58:33,541 ] 65 root - INFO - Starting data transformation
[ 2025-12-26 11:58:33,558 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-12-26 11:58:33,558 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-12-26 11:58:33,569 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-26 11:58:33,571 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-26 11:58:33,571 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-26 11:58:33,573 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-26 11:58:33,574 ] 35 root - INFO - data Transformation completed
[ 2025-12-26 11:58:33,574 ] 37 root - INFO - Model Training sstared
